Date,Region,Latitude,Longitude,Population,Population_Density,Avg_Age,Poverty_Index,Rainfall_mm,Temperature,Humidity,AQI,Water_Quality,Vaccination_Coverage,Hospital_Access_km,Bed_Capacity,Doctor_Ratio,Mobility_Index,Mosquito_Index,Disease_Cases,Disease_Type,Mortality_Rate,Health_Posts,Misinformation_Index,Sentiment,Previous_Outbreak,Emergency_Response_Time,AI_Risk_Score,Risk_Level
2021-05-03,Borno,9.4212,5.1067,3308324,2956,18.8,0.06,374.1,37.8,41.8,70,76.1,66.8,24.3,1448,1.32,59.2,100,363,Malaria,10.97,269,94.8,0.13,1,11.7,78.5,Critical
2021-05-04,Oyo,11.0454,10.9457,2832786,1700,30.9,0.34,322.6,24.8,42.1,215,59.4,86.7,10.0,64,0.6,70.5,94.5,329,Cholera,11.61,374,84.6,0.72,0,22.8,88.1,Critical
2021-05-05,Anambra,4.3238,10.2287,4136929,2649,38.3,0.97,69.7,37.4,77.2,247,53.3,68.5,11.0,1383,2.1,17.5,52.1,316,Lassa Fever,7.64,53,12.7,0.46,1,22.5,64.5,High
2021-05-06,Oyo,6.5666,4.2964,1229802,2762,18.0,0.39,298.1,22.8,96.8,52,84.0,70.3,28.9,1702,2.51,63.9,100,335,Cholera,27.24,452,1.1,-0.58,1,10.2,55.1,High
2021-05-07,Rivers,11.3199,9.5646,3226871,2927,37.8,0.09,218.4,20.0,62.6,231,75.6,65.7,22.9,481,0.65,7.4,92.8,394,Lassa Fever,12.21,457,2.0,-0.48,1,11.8,77.6,Critical
2021-05-08,Enugu,9.7177,13.0783,309989,3583,21.4,0.36,377.0,21.3,90.5,50,65.7,24.2,10.3,409,1.49,55.4,100,432,COVID-19,139.36,421,66.1,-0.41,1,16.1,65.8,High
2021-05-09,Lagos,6.633,8.5807,4079286,1685,23.0,0.27,38.8,22.1,73.4,30,43.7,57.4,3.9,1627,1.45,48.9,49.6,153,Malaria,3.75,43,64.2,-0.22,0,16.2,30.9,Medium
2021-05-10,Lagos,9.021,13.8055,4592003,3441,35.6,0.68,388.3,29.8,67.6,225,77.2,50.6,15.9,1997,1.92,86.7,100,418,Malaria,9.1,486,47.6,-0.84,0,18.3,94.9,Critical
2021-05-11,Delta,7.2613,6.3144,1500213,1419,28.1,0.87,388.9,34.2,38.6,118,87.2,26.2,20.7,433,3.49,62.7,100,444,Lassa Fever,29.6,300,32.0,0.45,1,12.8,77.1,Critical
2021-05-12,Anambra,10.0896,3.4496,3569808,971,24.1,0.14,165.8,21.0,70.0,204,76.5,96.2,3.5,236,2.01,10.1,72.2,275,Dengue,7.7,19,87.8,-0.47,1,9.8,70.1,High
2021-05-13,Oyo,6.6942,8.0013,2830773,1996,32.2,0.19,19.7,27.5,48.3,105,52.7,21.6,24.6,640,1.16,84.3,36.2,191,Dengue,6.75,379,97.2,-0.54,0,11.9,60.8,High
2021-05-14,Lagos,8.5645,14.0164,4382727,3113,33.5,0.27,328.4,28.3,40.8,89,89.4,76.1,12.4,1618,2.99,87.9,93.1,338,Lassa Fever,7.71,203,87.5,-0.6,0,15.4,64.3,High
2021-05-15,FCT,10.4738,11.1323,1089120,300,23.9,0.41,96.8,27.8,60.3,232,41.2,57.5,16.8,725,0.66,89.4,59.3,272,Malaria,24.97,242,28.5,-0.23,0,21.9,76.5,Critical
2021-05-16,Anambra,7.9715,4.2277,1502912,4974,29.3,0.66,320.3,22.5,71.4,88,90.6,76.3,21.4,583,1.54,37.6,100,381,COVID-19,25.35,287,21.8,-0.4,1,15.7,61.9,High
2021-05-17,Anambra,8.041,6.835,2421265,2495,21.1,0.03,273.8,27.6,52.9,80,69.8,70.6,25.9,554,2.33,95.2,97.9,339,COVID-19,14.0,132,15.0,0.53,0,21.8,65.3,High
2021-05-18,Delta,5.8114,4.1712,3444021,3230,20.8,0.26,294.7,29.7,97.6,218,88.5,35.0,21.9,475,2.43,63.8,100,421,Cholera,12.22,484,50.7,0.69,1,16.5,91.8,Critical
2021-05-19,Delta,5.1982,11.1684,2865489,781,29.7,0.41,88.9,22.5,89.3,117,92.3,82.3,10.3,553,2.09,46.4,59.2,199,Cholera,6.94,70,86.6,0.17,0,23.8,59.4,High
2021-05-20,Rivers,9.7628,4.9012,2924523,3402,35.3,0.78,394.9,35.9,97.1,46,47.8,45.0,21.6,1615,0.37,33.3,100,396,Dengue,13.54,324,63.4,-0.99,1,10.6,61.3,High
2021-05-21,Kaduna,5.6702,12.8861,3648926,3960,24.6,0.29,153.3,18.8,43.6,105,83.7,95.1,26.8,1570,2.93,19.1,63.6,191,Lassa Fever,5.23,268,22.6,0.75,0,8.4,38.8,Medium
2021-05-22,Oyo,11.1111,12.5055,1172307,2857,26.3,0.64,398.5,27.8,81.0,52,86.3,94.9,27.6,846,0.17,22.4,100,310,Lassa Fever,26.44,24,73.4,0.18,0,14.5,50.4,High
2021-05-23,Rivers,8.1883,13.7835,452320,935,29.3,0.62,261.4,18.4,76.9,116,57.0,55.1,4.1,537,1.71,15.3,100,332,Malaria,73.4,254,30.1,0.32,0,5.2,59.2,High
2021-05-24,Anambra,10.6902,4.7897,1725619,2204,20.0,0.51,332.6,37.5,54.3,114,83.4,43.3,1.7,1036,3.2,68.8,100,355,Malaria,20.57,463,0.3,0.34,0,6.5,67.4,High
2021-05-25,Rivers,7.2866,13.7343,1989113,3791,39.0,0.27,395.5,23.9,61.6,35,84.0,84.2,26.3,1765,1.09,80.2,100,345,COVID-19,17.34,417,9.5,0.52,0,8.6,57.0,High
2021-05-26,Anambra,8.8267,9.8273,1004892,3333,27.6,0.61,160.1,27.1,86.8,186,86.7,87.2,24.1,1348,3.11,16.7,76.1,266,Lassa Fever,26.47,14,98.2,0.69,0,20.8,60.6,High
2021-05-27,Kano,8.3285,11.7198,1146016,4007,28.6,0.66,368.2,20.3,58.0,21,78.5,25.0,19.8,45,2.5,67.8,100,357,Cholera,31.15,429,97.8,0.34,0,19.9,69.6,High
2021-05-28,FCT,4.7883,8.3303,507733,145,30.6,0.09,257.4,21.1,87.7,228,69.9,59.2,5.4,1558,1.77,24.1,100,389,COVID-19,76.62,60,50.7,0.1,0,23.5,77.6,Critical
2021-05-29,Delta,11.6742,10.1994,199058,890,33.8,0.36,161.4,18.7,67.3,221,67.2,27.2,18.3,1287,2.27,89.0,75.3,389,Malaria,195.42,388,95.0,-0.27,1,16.0,91.2,Critical
2021-05-30,Enugu,6.1559,12.8946,68429,2846,22.2,0.34,142.1,30.7,84.4,150,85.4,61.2,21.2,113,3.15,49.2,84.1,332,Malaria,485.17,474,10.7,0.22,1,15.4,56.4,High
2021-05-31,Rivers,5.0355,10.8903,4989305,1059,31.3,0.32,308.9,27.0,74.8,139,92.9,30.6,15.2,1106,2.6,55.3,100,452,Dengue,9.06,311,92.4,0.56,1,22.0,82.3,Critical
2021-06-01,FCT,6.0971,11.5726,2132377,2291,33.1,0.92,159.1,24.9,50.0,216,48.0,30.5,12.7,1453,3.11,51.2,71.7,346,Cholera,16.23,257,71.2,0.87,1,13.2,81.0,Critical
2021-06-02,Rivers,13.8353,11.2007,2754331,995,21.2,0.06,304.3,29.2,69.6,180,87.1,76.1,20.4,1850,2.96,28.6,100,361,Cholera,13.11,385,52.3,-0.95,0,13.2,67.2,High
2021-06-03,Enugu,13.567,14.7099,3058846,3757,24.9,0.55,41.0,35.4,80.3,231,40.8,37.7,19.6,816,0.91,78.4,56.4,328,COVID-19,10.72,103,69.3,-0.91,1,15.1,78.8,Critical
2021-06-04,Lagos,8.2851,9.6792,3766688,1897,20.9,0.58,364.6,32.1,74.0,203,55.3,66.5,22.3,422,2.74,96.4,100,405,COVID-19,10.75,238,98.3,-0.85,0,17.2,87.2,Critical
2021-06-05,Delta,5.5937,9.517,1348604,377,26.9,0.35,61.5,24.5,33.5,248,93.0,69.4,25.4,636,1.77,57.3,29.3,214,COVID-19,15.87,169,52.5,0.91,1,9.0,64.4,High
2021-06-06,Enugu,6.5659,11.6877,1882451,4395,18.5,0.52,189.9,29.2,81.1,176,86.2,20.7,20.2,932,0.92,64.2,96.4,359,Lassa Fever,19.07,411,95.9,0.37,0,12.5,88.6,Critical
2021-06-07,Enugu,12.3567,5.467,4133613,409,36.2,0.88,118.6,31.0,51.8,31,84.5,94.9,5.4,1978,2.73,53.3,58.1,195,Dengue,4.72,331,67.0,0.55,0,19.7,47.7,Medium
2021-06-08,Delta,4.059,11.6434,654990,1309,19.4,0.75,9.5,32.3,32.6,28,42.7,24.3,23.9,1162,0.34,82.2,26.9,191,Malaria,29.16,183,38.8,0.26,1,22.3,42.5,Medium
2021-06-09,Kaduna,13.6013,4.7289,940329,2424,32.9,0.91,314.8,24.0,35.9,205,87.7,93.2,11.8,1703,2.35,47.4,97.3,328,COVID-19,34.88,490,74.7,0.59,0,22.8,81.4,Critical
2021-06-10,Kaduna,5.9433,5.1763,4693297,4597,35.6,0.85,56.5,18.8,68.9,110,91.1,62.4,28.4,644,0.81,74.1,53.1,183,Lassa Fever,3.9,236,41.3,0.29,0,15.6,42.1,Medium
2021-06-11,Anambra,10.5942,11.3215,663581,2431,21.4,0.57,268.7,23.0,43.4,158,88.5,58.5,10.3,282,2.38,23.5,84.6,319,Dengue,48.07,86,90.0,-0.36,0,0.6,69.1,High
2021-06-12,Rivers,12.913,5.3572,2115066,1864,34.1,0.63,284.9,30.8,48.8,102,83.6,30.6,22.1,1817,1.73,44.5,100,380,Malaria,17.97,434,55.2,-0.65,1,12.4,74.3,High
2021-06-13,Rivers,8.647,9.1249,311676,4816,26.7,0.5,231.6,33.4,44.5,19,79.8,63.6,16.5,1125,1.71,77.5,77.4,226,Lassa Fever,72.51,350,89.1,0.18,0,4.4,55.9,High
2021-06-14,Oyo,7.8809,14.0148,4362891,1199,37.4,0.04,178.5,21.6,94.5,178,78.9,88.9,4.8,1519,1.74,35.9,86.3,317,Malaria,7.27,360,23.2,-0.47,1,23.3,63.2,High
2021-06-15,Borno,11.9266,13.6461,2344244,2207,18.1,0.88,231.5,29.4,55.6,106,66.4,48.9,19.8,1731,0.36,25.2,95.1,359,Cholera,15.31,39,51.6,-0.29,0,12.6,69.8,High
2021-06-16,Anambra,9.9235,4.6167,2405600,1782,29.3,0.89,60.1,21.1,70.9,219,48.8,29.3,7.3,1681,1.22,11.3,54.0,312,Cholera,12.97,132,21.1,-0.68,1,22.2,56.3,High
2021-06-17,Anambra,12.2045,5.1826,4383896,3371,32.5,0.26,239.7,29.3,31.3,194,83.5,77.5,24.7,1959,0.39,44.9,85.4,340,COVID-19,7.76,472,17.1,0.66,1,11.2,68.9,High
2021-06-18,Anambra,9.3929,3.0144,627496,1932,38.6,0.68,151.3,20.6,31.1,143,65.9,87.9,15.4,879,2.91,60.6,46.9,181,Dengue,28.84,189,87.8,0.06,0,21.1,57.8,High
2021-06-19,Kano,6.8327,13.5212,4494423,3564,27.0,0.19,91.8,34.0,83.7,107,82.5,47.7,24.2,1879,2.69,69.7,56.7,217,Malaria,4.83,295,25.5,0.53,0,12.8,54.1,High
2021-06-20,Delta,8.8247,7.4426,4410078,108,30.2,0.25,150.0,22.1,84.7,114,58.4,48.6,5.1,1354,2.09,26.1,80.6,316,COVID-19,7.17,396,61.2,0.98,1,17.1,61.9,High
2021-06-21,Kano,12.2326,8.66,1208202,1025,31.2,0.09,299.1,26.9,77.6,51,55.8,27.9,15.5,1629,1.25,55.1,100,369,COVID-19,30.54,40,16.1,0.93,0,14.8,49.4,Medium
2021-06-22,Lagos,7.5974,10.8602,3273960,3332,39.5,0.09,245.6,28.4,78.4,162,56.6,24.5,23.3,378,2.28,43.9,94.6,386,Dengue,11.79,180,19.5,0.57,1,16.2,71.7,High
2021-06-23,Enugu,9.7491,6.1333,3451169,4851,27.0,0.11,80.1,18.3,77.8,245,44.3,27.1,8.9,1719,2.0,58.3,55.9,326,COVID-19,9.45,174,22.6,0.93,1,22.8,72.1,High
2021-06-24,Enugu,10.3366,14.9304,4355760,2161,32.9,0.23,350.4,34.3,69.1,187,58.9,55.0,11.6,1010,2.72,75.7,100,435,COVID-19,9.99,264,68.2,0.79,1,13.1,84.8,Critical
2021-06-25,Borno,11.3711,5.8183,2259137,2083,23.3,0.27,114.9,26.0,80.9,97,53.8,26.0,28.0,995,1.17,21.9,70.7,264,Cholera,11.69,428,94.7,0.37,0,15.0,64.3,High
2021-06-26,Delta,6.8027,5.6651,1358585,923,30.7,0.05,48.0,19.6,95.0,136,88.0,68.5,23.0,1128,3.36,84.8,56.9,274,Dengue,20.17,481,49.2,0.97,1,13.2,62.2,High
2021-06-27,Delta,6.6285,6.2329,4265067,2894,39.1,0.34,157.5,31.7,41.9,40,51.0,75.2,14.1,1431,0.13,67.4,57.9,164,Dengue,3.85,107,32.5,0.23,0,10.3,31.5,Medium
2021-06-28,Lagos,5.7661,8.9952,3173159,3040,39.9,0.85,341.7,23.6,42.2,43,71.0,97.4,20.7,1687,0.44,27.0,100,334,COVID-19,10.53,402,85.6,-0.61,1,11.9,59.5,High
2021-06-29,Kaduna,7.4414,7.9411,2155322,4655,25.7,0.68,343.4,19.0,36.7,51,76.3,24.7,24.5,995,2.95,9.6,100,383,Lassa Fever,17.77,294,36.1,0.12,1,15.8,64.3,High
2021-06-30,Enugu,12.489,3.8561,4566747,1479,21.6,0.23,391.7,23.7,52.1,140,59.0,58.5,22.2,1841,0.37,61.4,100,388,COVID-19,8.5,363,86.8,0.28,0,6.8,81.5,Critical
2021-07-01,Kano,6.1057,7.7645,3367319,2272,20.1,0.94,355.1,33.6,93.8,201,68.4,66.4,29.0,867,0.67,85.4,100,362,Malaria,10.75,13,66.2,0.88,0,18.6,85.2,Critical
2021-07-02,Delta,13.3486,9.5825,4445486,731,21.0,0.95,41.6,30.4,35.7,248,72.4,90.0,9.6,526,2.61,44.3,20.8,147,Lassa Fever,3.31,305,2.9,0.33,0,11.2,46.9,Medium
2021-07-03,Rivers,7.4388,8.6304,4781044,3613,18.2,0.92,209.4,30.8,51.1,98,96.8,58.1,7.2,203,1.6,36.6,73.1,294,Dengue,6.15,153,1.1,0.05,1,0.7,53.0,High
2021-07-04,Anambra,12.0757,11.2157,3660753,2449,24.3,0.74,238.8,33.9,67.3,58,88.5,52.5,17.0,828,0.95,71.5,96.3,337,Dengue,9.21,96,22.1,-0.84,1,20.6,61.5,High
2021-07-05,Borno,11.2711,5.7937,1580142,1169,21.3,0.49,115.8,30.7,72.0,79,60.5,75.3,15.0,676,0.17,5.0,65.7,190,COVID-19,12.02,402,97.2,-0.44,0,19.3,39.8,Medium
2021-07-06,Borno,6.4716,14.9344,3165504,3848,22.4,0.74,278.8,18.6,35.5,202,45.6,95.2,2.2,1608,1.43,54.3,81.1,348,Cholera,10.99,242,81.7,0.66,1,9.6,75.6,Critical
2021-07-07,Lagos,5.6736,6.3132,2668163,2696,20.6,0.79,63.4,32.6,80.6,150,40.5,61.2,8.0,1327,1.12,36.0,47.2,222,Malaria,8.32,297,97.3,-0.53,0,18.9,58.8,High
2021-07-08,Delta,11.8856,12.0804,4036859,4934,35.7,0.44,62.0,33.4,46.9,137,51.6,27.2,18.8,1926,3.4,76.0,30.2,243,Dengue,6.02,183,64.5,0.4,1,17.5,55.8,High
2021-07-09,Kaduna,9.4161,8.4489,2152992,373,35.1,0.51,194.1,26.8,50.0,188,84.0,58.7,17.2,1133,1.28,73.2,69.1,272,Malaria,12.63,317,6.9,-0.69,0,20.6,56.5,High
2021-07-10,Lagos,6.0208,8.8244,2053086,2677,20.2,0.57,288.4,31.2,66.6,109,90.2,35.0,20.7,1588,1.97,61.3,100,443,Dengue,21.58,269,11.0,0.05,1,15.2,65.9,High
2021-07-11,Oyo,11.9425,3.6996,2196968,452,31.6,0.53,146.5,30.1,34.8,248,84.1,92.8,19.8,1921,3.13,8.0,60.1,247,COVID-19,11.24,39,36.1,0.49,0,22.7,66.9,High
2021-07-12,Kano,5.6681,5.1648,4407758,845,26.8,0.34,40.5,22.6,56.2,59,49.5,61.6,7.8,1300,3.32,55.8,39.4,136,Lassa Fever,3.09,226,76.6,0.15,0,22.4,38.1,Medium
2021-07-13,Lagos,11.2631,14.7955,2693711,4556,31.1,0.52,396.6,24.5,55.3,205,99.6,70.0,24.9,682,2.17,56.3,100,389,COVID-19,14.44,3,36.0,-0.1,1,7.6,85.6,Critical
2021-07-14,Kaduna,12.1107,4.1029,1911320,1809,26.8,0.92,342.3,18.4,85.9,186,84.1,85.0,27.6,1067,1.99,92.6,100,338,COVID-19,17.68,405,46.0,-0.69,0,11.8,71.3,High
2021-07-15,FCT,11.4768,13.1937,4145959,4770,38.4,0.63,327.8,19.9,73.7,19,77.9,77.7,17.5,180,2.75,92.2,100,379,Malaria,9.14,156,41.7,0.74,1,12.8,68.8,High
2021-07-16,Anambra,11.4532,9.5778,2728621,4473,23.8,0.4,226.0,24.5,77.4,49,66.1,24.0,22.1,824,3.4,75.3,96.7,336,Cholera,12.31,390,22.2,-0.42,0,3.7,49.4,Medium
2021-07-17,FCT,7.2074,10.1265,4741716,1672,18.5,0.3,195.1,31.0,43.3,167,99.3,98.8,16.0,516,0.34,77.7,66.9,231,Lassa Fever,4.87,420,11.3,-0.17,0,23.8,51.7,High
2021-07-18,Borno,8.7119,6.9825,3759527,1244,34.3,0.21,176.2,36.5,45.9,185,72.8,49.5,22.9,1766,0.39,74.0,61.8,305,COVID-19,8.11,280,86.9,0.64,0,11.9,69.3,High
2021-07-19,Oyo,12.6428,3.2289,1235708,200,37.1,0.65,150.6,36.1,65.8,75,53.9,33.5,8.9,1636,2.47,27.1,69.9,274,Dengue,22.17,260,6.7,0.32,0,23.5,46.7,Medium
2021-07-20,Kaduna,6.362,14.7389,885536,2634,29.0,0.81,193.9,29.9,36.0,60,77.5,59.6,14.0,1917,2.52,4.0,74.9,305,Dengue,34.44,455,33.4,-0.21,1,24.0,45.6,Medium
2021-07-21,Kaduna,13.0974,6.9514,297177,4596,29.9,0.21,379.6,22.5,53.2,110,48.3,71.9,3.1,802,1.87,67.8,100,358,Lassa Fever,120.47,350,41.7,0.15,0,19.3,65.8,High
2021-07-22,Lagos,11.6544,13.5616,1208547,2581,27.1,0.41,275.4,36.0,91.9,120,66.6,98.7,29.3,317,2.33,56.5,100,305,COVID-19,25.24,77,55.7,0.9,0,18.8,68.7,High
2021-07-23,Oyo,5.8398,7.6495,945663,1127,28.4,0.16,73.9,33.2,71.6,78,53.6,67.8,18.6,1241,0.89,68.7,51.5,231,Dengue,24.43,391,13.4,0.69,1,23.3,43.9,Medium
2021-07-24,Oyo,7.9415,14.2697,2313738,3433,30.6,0.54,89.0,31.4,43.8,62,78.5,25.2,27.8,919,3.05,49.0,40.6,251,Malaria,10.85,266,88.8,-0.14,1,3.1,59.7,High
2021-07-25,Rivers,8.2246,10.3576,3882758,397,19.2,0.52,351.1,22.9,66.6,198,48.5,23.1,11.9,1587,2.24,4.9,100,434,Dengue,11.18,46,88.4,0.55,1,17.5,82.2,Critical
2021-07-26,Rivers,11.1837,4.4825,999352,1522,20.5,0.45,311.5,36.8,77.3,44,61.8,51.1,10.0,71,0.71,59.0,100,321,Lassa Fever,32.12,362,88.3,-0.82,0,9.5,65.4,High
2021-07-27,Borno,6.8878,5.1684,4342169,1359,37.8,0.96,151.5,25.6,82.2,243,40.2,46.5,26.2,1786,0.61,86.9,72.6,338,COVID-19,7.78,6,42.0,-0.38,0,11.3,84.1,Critical
2021-07-28,Oyo,4.3672,13.246,4232914,4502,32.7,0.84,323.0,30.2,63.6,65,57.9,66.5,14.5,859,1.6,60.1,100,367,Malaria,8.67,25,62.0,0.12,1,3.1,60.2,High
2021-07-29,Kano,11.5844,13.1197,1545255,1371,19.4,0.47,268.8,30.2,77.0,162,47.3,65.2,17.1,1998,1.65,57.9,100,338,COVID-19,21.87,168,76.9,-0.35,0,12.9,80.4,Critical
2021-07-30,Rivers,10.1429,8.9568,4451051,1769,34.0,0.5,278.3,30.2,37.4,196,88.5,97.4,16.1,199,1.74,68.9,97.0,349,Lassa Fever,7.84,119,42.7,0.7,1,17.2,76.7,Critical
2021-07-31,Kano,7.0777,9.0803,1673660,62,25.1,0.01,47.3,27.3,84.2,198,81.2,87.0,24.1,869,1.51,33.4,55.1,220,COVID-19,13.14,202,1.1,-0.6,0,17.5,46.2,Medium
2021-08-01,Anambra,11.2496,6.786,294254,1488,29.8,0.21,77.6,34.7,92.7,132,81.1,92.4,24.0,1342,0.56,15.5,65.0,240,COVID-19,81.56,33,46.2,0.63,1,23.3,50.8,High
2021-08-02,FCT,7.7158,12.9535,2402669,305,24.7,0.53,135.7,25.5,66.3,52,50.5,65.1,12.0,1238,0.5,78.2,63.2,248,COVID-19,10.32,401,71.0,-0.46,1,1.4,46.8,Medium
2021-08-03,FCT,11.2457,8.5124,1745324,808,33.7,0.52,177.5,18.5,62.8,138,40.2,32.2,10.5,1010,2.59,52.4,81.3,344,Malaria,19.71,351,76.9,-0.8,0,20.4,79.7,Critical
2021-08-04,Kano,6.7265,4.89,780445,2780,20.5,0.96,186.8,18.9,65.4,178,73.6,78.9,1.2,1573,1.16,89.2,75.8,265,Malaria,33.95,105,28.7,0.06,0,13.2,67.2,High
2021-08-05,Rivers,11.0468,13.6953,4658413,2659,31.8,0.69,108.4,36.9,84.7,156,66.8,39.3,2.6,1275,3.13,54.1,60.5,267,COVID-19,5.73,159,47.1,0.35,0,8.3,58.9,High
2021-08-06,Anambra,6.5805,7.3614,1712178,4420,22.0,0.92,31.4,36.5,82.0,155,59.8,30.4,24.5,1903,2.48,9.7,45.1,270,COVID-19,15.77,232,47.1,0.89,1,12.0,50.2,High
2021-08-07,Enugu,6.3858,5.9243,598323,3943,21.5,0.48,45.2,27.6,87.5,82,44.0,80.7,18.3,280,1.83,40.6,59.3,181,Cholera,30.25,416,32.6,0.3,0,16.8,37.3,Medium
2021-08-08,Kaduna,13.5588,3.8353,3666735,3616,20.4,0.81,226.9,24.8,77.2,54,86.3,72.3,2.8,1926,2.52,83.7,87.6,286,Dengue,7.8,167,32.5,-0.8,1,12.1,52.1,High
2021-08-09,Kaduna,13.185,14.2401,565750,791,33.8,0.92,87.0,20.8,69.5,203,99.4,70.3,0.5,320,2.35,45.3,52.3,248,Lassa Fever,43.84,4,19.6,0.36,1,14.9,64.1,High
2021-08-10,Enugu,10.2521,11.5413,4331745,3361,26.9,0.44,339.1,35.1,34.2,240,52.7,63.4,2.1,1460,2.0,97.9,94.1,435,Cholera,10.04,243,86.6,-0.53,1,3.8,100,Critical
2021-08-11,Borno,12.9358,11.3447,4709213,3200,38.5,0.62,337.3,25.2,58.4,83,67.3,98.8,20.3,295,0.14,64.8,100,340,Dengue,7.22,282,65.8,0.95,1,19.8,70.3,High
2021-08-12,Kano,9.8027,14.5409,3277220,2960,19.8,0.73,90.3,26.5,30.5,137,71.6,86.9,7.5,1047,1.02,92.7,39.4,161,COVID-19,4.91,238,97.8,0.14,0,12.6,60.2,High
2021-08-13,Kaduna,6.8921,3.4239,4440234,774,38.3,0.75,98.1,30.6,75.1,181,83.6,26.2,19.2,1654,2.07,61.3,70.2,270,Lassa Fever,6.08,133,46.9,0.03,0,1.9,62.4,High
2021-08-14,Kaduna,4.142,4.3386,4019158,4786,21.8,0.59,67.6,19.0,97.3,217,49.1,78.3,1.3,1012,0.38,50.6,72.6,296,Dengue,7.36,189,25.2,0.23,1,19.5,62.5,High
2021-08-15,Oyo,4.5433,6.1727,2241545,1984,36.0,0.05,194.0,34.0,88.6,97,67.8,97.7,29.0,1239,3.28,15.4,92.7,269,Dengue,12.0,154,77.0,-0.52,1,11.7,50.5,High
2021-08-16,Enugu,10.1049,10.8248,4517108,1964,24.0,0.27,151.9,32.1,62.3,47,88.1,61.9,13.3,611,3.25,44.9,72.7,246,COVID-19,5.45,335,9.7,0.06,0,14.2,37.8,Medium
2021-08-17,Kaduna,5.9308,3.2844,3918059,2030,20.0,0.94,293.7,29.8,43.3,96,79.4,73.5,29.8,661,1.96,67.3,100,311,Cholera,7.94,486,41.1,0.05,0,14.6,63.4,High
2021-08-18,Kaduna,11.6936,11.3067,1071649,1032,32.7,0.77,34.6,30.1,55.6,205,55.4,91.1,17.2,2000,0.73,11.1,30.1,162,Malaria,15.12,141,46.7,0.87,1,18.8,50.3,High
2021-08-19,Kaduna,5.0329,3.875,3261150,3233,30.6,0.25,133.1,19.2,95.0,77,66.8,34.1,2.5,1921,0.78,39.3,83.7,301,Dengue,9.23,76,14.4,0.54,0,15.8,56.5,High
2021-08-20,Borno,5.212,9.4236,57278,359,39.8,0.33,265.8,23.3,77.6,241,58.2,50.9,0.6,1469,3.3,49.1,100,412,Malaria,719.3,323,54.0,-0.99,0,23.9,93.8,Critical
2021-08-21,Borno,11.3532,4.6793,810569,3042,22.2,0.72,213.9,37.2,35.5,127,75.6,80.1,9.1,435,0.7,3.9,68.9,266,Dengue,32.82,199,29.9,-0.22,0,2.0,49.3,Medium
2021-08-22,Anambra,6.3299,3.8644,4584479,2570,34.2,0.49,199.9,37.3,85.2,14,41.1,22.9,2.2,1633,2.55,40.6,86.8,369,Lassa Fever,8.05,23,94.0,0.74,1,6.2,64.4,High
2021-08-23,Enugu,7.2423,14.7102,1145029,167,30.7,0.14,68.9,19.0,50.9,213,90.2,27.7,18.5,1730,2.11,81.8,34.8,286,Cholera,24.98,391,59.5,0.23,1,1.6,70.1,High
2021-08-24,Lagos,4.0722,14.1136,1504984,2798,33.5,0.59,25.3,23.5,81.5,53,57.0,75.0,16.8,918,0.93,58.2,39.7,175,Dengue,11.63,354,77.8,-0.97,1,3.5,43.6,Medium
2021-08-25,Kano,10.1892,13.3528,1250307,2269,39.7,0.51,209.2,26.2,93.8,166,67.9,74.6,18.1,1488,1.8,95.0,100,362,Cholera,28.95,141,34.8,-0.99,1,1.7,75.2,Critical
2021-08-26,Kano,11.4042,14.0983,995220,1272,21.9,0.79,274.1,37.4,62.3,55,69.1,32.6,27.7,130,2.29,28.5,98.3,398,Malaria,39.99,36,61.7,0.78,1,21.5,64.6,High
2021-08-27,Rivers,6.1617,10.3132,3781428,4905,21.9,0.37,231.9,26.4,80.8,239,67.5,45.7,23.5,687,0.87,23.7,96.6,353,Cholera,9.34,323,37.6,-0.56,0,8.9,80.5,Critical
2021-08-28,Anambra,13.0558,9.9375,2312361,1706,30.2,0.23,134.4,18.6,68.7,81,64.7,30.8,25.6,959,1.52,76.0,62.3,303,Lassa Fever,13.1,250,60.4,0.58,1,20.8,63.3,High
2021-08-29,Delta,4.3362,9.3735,1865652,4896,28.5,0.8,189.4,27.3,31.0,119,89.3,78.2,7.8,690,1.58,22.2,71.4,237,Dengue,12.7,253,91.4,0.8,0,6.2,64.1,High
2021-08-30,Borno,8.6376,4.6635,4734928,151,33.5,0.18,277.3,26.1,44.8,101,92.3,43.4,19.6,205,0.15,66.9,85.0,366,Dengue,7.73,360,85.8,0.49,1,15.4,66.0,High
2021-08-31,Oyo,12.8798,4.3316,643062,3202,26.0,0.62,357.4,24.7,32.2,119,61.9,79.5,21.1,1274,1.94,79.4,100,353,Cholera,54.89,331,62.0,-0.33,0,13.6,78.1,Critical
2021-09-01,Kaduna,9.0357,8.0751,612086,4643,19.2,0.37,283.7,22.1,96.7,71,67.1,62.6,19.6,1530,3.29,58.0,100,312,Lassa Fever,50.97,269,75.3,0.52,0,20.0,58.8,High
2021-09-02,Rivers,6.7594,11.365,3994020,4407,28.9,0.87,271.3,28.7,49.9,168,71.2,49.1,20.4,1439,2.85,94.1,84.1,395,Malaria,9.89,150,8.7,-0.22,1,10.3,68.1,High
2021-09-03,Oyo,8.8615,10.9903,4591885,1131,29.7,0.55,189.6,26.4,80.2,15,67.5,43.0,2.4,1805,2.83,83.5,87.9,371,Lassa Fever,8.08,67,41.2,-0.31,1,21.6,62.9,High
